Horário;Conta;Instrumento;Lado;QtdOrdem;QtdExecucaoAtual;QtdExecutadaAcumulada;PrecoExecutado;NotionalOrdem;NotionalExecuçãoAtual;NotionalExecuçãoAcumulada;EnteringTrader
2021-11-22T00:09:14.958;720048195;BBDC;V;1.0;1.0;1.0;1.24971866837419;1.24971866837419;1.24971866837419;1.24971866837419;720048195
2021-11-22T00:09:14.958;947370826;ITUB;C;6.0;6.0;6.0;1.8757912922373;11.2547477534238;11.2547477534238;11.2547477534238;947370826
2021-11-22T00:09:14.958;783617353;BBAS;V;9.0;9.0;9.0;1.95476401950402;17.59287617553618;17.59287617553618;17.59287617553618;783617353
2021-11-22T00:09:14.958;922570858;GOLL;V;7.0;7.0;7.0;1.19278530293148;8.349497120520361;8.349497120520361;8.349497120520361;922570858
2021-11-22T00:09:14.958;915841834;BBAS;C;6.0;6.0;6.0;1.19355176774095;7.161310606445699;7.161310606445699;7.161310606445699;915841834
2021-11-22T00:09:14.958;319679029;ABEV;C;1.0;1.0;1.0;1.49514684637096;1.49514684637096;1.49514684637096;1.49514684637096;319679029
2021-11-22T00:09:14.958;182178199;MGLU;C;5.0;5.0;5.0;1.5939887977042;7.969943988521;7.969943988521;7.969943988521;182178199
2021-11-22T00:09:14.958;947370826;MGLU;C;8.0;8.0;8.0;1.21646263253325;9.731701060266;9.731701060266;9.731701060266;947370826
2021-11-22T00:09:14.958;915841834;MGLU;C;3.0;3.0;3.0;1.95345582492724;5.86036747478172;5.86036747478172;5.86036747478172;915841834
2021-11-22T00:09:14.958;319679029;ITUB;C;3.0;3.0;3.0;1.99099557826733;5.9729867348019905;5.9729867348019905;5.9729867348019905;319679029
2021-11-22T00:09:14.958;319679029;B3SA;C;5.0;5.0;5.0;1.06499319557712;5.3249659778856;5.3249659778856;5.3249659778856;319679029
2021-11-22T00:09:14.958;915841834;EQTL;V;7.0;7.0;7.0;1.63943148778752;11.47602041451264;11.47602041451264;11.47602041451264;915841834
2021-11-22T00:09:14.958;319679029;VALE;V;9.0;9.0;9.0;1.93122539545378;17.38102855908402;17.38102855908402;17.38102855908402;319679029
2021-11-22T00:09:14.958;915841834;ITUB;C;3.0;3.0;3.0;1.24186289505215;3.72558868515645;3.72558868515645;3.72558868515645;915841834
2021-11-22T00:09:14.958;319679029;BBDC;C;4.0;4.0;4.0;1.07612756786303;4.30451027145212;4.30451027145212;4.30451027145212;319679029
2021-11-22T00:09:14.958;783617353;BBAS;C;7.0;7.0;7.0;1.83342355019774;12.83396485138418;12.83396485138418;12.83396485138418;783617353
2021-11-22T00:09:14.958;783617353;GOLL;C;5.0;5.0;5.0;1.97825209664369;9.891260483218451;9.891260483218451;9.891260483218451;783617353
2021-11-22T00:09:14.958;720048195;VALE;C;10.0;10.0;10.0;1.52597150913823;15.2597150913823;15.2597150913823;15.2597150913823;720048195
2021-11-22T00:09:14.958;922570858;EQTL;V;1.0;1.0;1.0;1.21332953444205;1.21332953444205;1.21332953444205;1.21332953444205;922570858
2021-11-22T00:09:14.958;720048195;GOLL;C;10.0;10.0;10.0;1.54366245210111;15.4366245210111;15.4366245210111;15.4366245210111;720048195
2021-11-22T00:09:14.958;182178199;BBDC;V;7.0;7.0;7.0;1.40395850962388;9.82770956736716;9.82770956736716;9.82770956736716;182178199
2021-11-22T00:09:14.958;947370826;BBAS;C;8.0;8.0;8.0;1.72245354580271;13.77962836642168;13.77962836642168;13.77962836642168;947370826
2021-11-22T00:09:14.958;783617353;ITUB;V;6.0;6.0;6.0;1.14324554742891;6.85947328457346;6.85947328457346;6.85947328457346;783617353
2021-11-22T00:09:14.958;783617353;MGLU;C;2.0;2.0;2.0;1.29626839951978;2.59253679903956;2.59253679903956;2.59253679903956;783617353
2021-11-22T00:09:14.958;947370826;PETR;C;8.0;8.0;8.0;1.7290979774493;13.8327838195944;13.8327838195944;13.8327838195944;947370826
2021-11-22T00:09:14.958;98863281;BBDC;V;3.0;3.0;3.0;1.30445848168891;3.91337544506673;3.91337544506673;3.91337544506673;98863281
2021-11-22T00:09:14.958;720048195;BBDC;V;8.0;8.0;8.0;1.78002808803321;14.24022470426568;14.24022470426568;14.24022470426568;720048195
2021-11-22T00:09:14.958;915841834;EQTL;V;2.0;2.0;2.0;1.82780935476371;3.65561870952742;3.65561870952742;3.65561870952742;915841834
2021-11-22T00:09:14.958;720048195;PETR;V;1.0;1.0;1.0;1.35578391640422;1.35578391640422;1.35578391640422;1.35578391640422;720048195
2021-11-22T00:09:14.958;922570858;ABEV;V;2.0;2.0;2.0;1.84103266205003;3.68206532410006;3.68206532410006;3.68206532410006;922570858
2021-11-22T00:09:14.958;720048195;EQTL;C;9.0;9.0;9.0;1.23332589058026;11.09993301522234;11.09993301522234;11.09993301522234;720048195
2021-11-22T00:09:14.958;98863281;PETR;C;2.0;2.0;2.0;1.53019252434405;3.0603850486881;3.0603850486881;3.0603850486881;98863281
2021-11-22T00:09:14.958;853085433;B3SA;C;4.0;4.0;4.0;1.4823752845333;5.9295011381332;5.9295011381332;5.9295011381332;853085433
2021-11-22T00:09:14.958;319679029;EQTL;C;1.0;1.0;1.0;1.99339949145834;1.99339949145834;1.99339949145834;1.99339949145834;319679029
2021-11-22T00:09:14.958;182178199;ABEV;C;4.0;4.0;4.0;1.87830385228772;7.51321540915088;7.51321540915088;7.51321540915088;182178199
2021-11-22T00:09:14.958;922570858;ABEV;V;2.0;2.0;2.0;1.84561603202187;3.69123206404374;3.69123206404374;3.69123206404374;922570858
2021-11-22T00:09:14.958;720048195;EQTL;C;8.0;8.0;8.0;1.81208881475091;14.49671051800728;14.49671051800728;14.49671051800728;720048195
2021-11-22T00:09:14.958;298833807;ITUB;V;7.0;7.0;7.0;1.70397421100863;11.92781947706041;11.92781947706041;11.92781947706041;298833807
2021-11-22T00:09:14.958;720048195;B3SA;C;2.0;2.0;2.0;1.27080831818112;2.54161663636224;2.54161663636224;2.54161663636224;720048195
2021-11-22T00:09:14.958;853085433;ABEV;V;8.0;8.0;8.0;1.03016549244437;8.24132393955496;8.24132393955496;8.24132393955496;853085433
2021-11-22T00:09:14.958;319679029;EQTL;C;8.0;8.0;8.0;1.31956302051011;10.55650416408088;10.55650416408088;10.55650416408088;319679029
2021-11-22T00:09:14.958;98863281;MGLU;C;10.0;10.0;10.0;1.06872359445027;10.6872359445027;10.6872359445027;10.6872359445027;98863281
2021-11-22T00:09:14.958;947370826;B3SA;C;3.0;3.0;3.0;1.29236100355686;3.87708301067058;3.87708301067058;3.87708301067058;947370826
2021-11-22T00:09:14.958;182178199;MGLU;C;10.0;10.0;10.0;1.53697114508333;15.3697114508333;15.3697114508333;15.3697114508333;182178199
2021-11-22T00:09:14.958;98863281;EQTL;C;3.0;3.0;3.0;1.96856978237593;5.90570934712779;5.90570934712779;5.90570934712779;98863281
2021-11-22T00:09:14.958;947370826;VALE;V;9.0;9.0;9.0;1.41751854391786;12.757666895260739;12.757666895260739;12.757666895260739;947370826
2021-11-22T00:09:14.958;853085433;BBDC;V;1.0;1.0;1.0;1.79164202021008;1.79164202021008;1.79164202021008;1.79164202021008;853085433
2021-11-22T00:09:14.958;783617353;VALE;V;1.0;1.0;1.0;1.95309370320698;1.95309370320698;1.95309370320698;1.95309370320698;783617353
2021-11-22T00:09:14.958;98863281;VALE;V;3.0;3.0;3.0;1.25188348821362;3.75565046464086;3.75565046464086;3.75565046464086;98863281
2021-11-22T00:09:14.958;319679029;B3SA;V;10.0;10.0;10.0;1.96308275652159;19.6308275652159;19.6308275652159;19.6308275652159;319679029
2021-11-22T00:09:14.958;922570858;B3SA;V;1.0;1.0;1.0;1.4351037910118;1.4351037910118;1.4351037910118;1.4351037910118;922570858
2021-11-22T00:09:14.958;720048195;PETR;V;8.0;8.0;8.0;1.1245055114097;8.9960440912776;8.9960440912776;8.9960440912776;720048195
2021-11-22T00:09:14.958;298833807;PETR;C;7.0;7.0;7.0;1.39558343779893;9.76908406459251;9.76908406459251;9.76908406459251;298833807
2021-11-22T00:09:14.958;922570858;ABEV;C;9.0;9.0;9.0;1.95678231125541;17.61104080129869;17.61104080129869;17.61104080129869;922570858
2021-11-22T00:09:14.958;783617353;MGLU;V;8.0;8.0;8.0;1.57719038368638;12.61752306949104;12.61752306949104;12.61752306949104;783617353
2021-11-22T00:09:14.958;319679029;MGLU;C;8.0;8.0;8.0;1.54669241141348;12.37353929130784;12.37353929130784;12.37353929130784;319679029
2021-11-22T00:09:14.958;182178199;VALE;C;5.0;5.0;5.0;1.18970942037216;5.9485471018608;5.9485471018608;5.9485471018608;182178199
2021-11-22T00:09:14.958;915841834;MGLU;V;10.0;10.0;10.0;1.59538505126531;15.953850512653101;15.953850512653101;15.953850512653101;915841834
2021-11-22T00:09:14.958;182178199;PETR;V;2.0;2.0;2.0;1.38808517805311;2.77617035610622;2.77617035610622;2.77617035610622;182178199
2021-11-22T00:09:14.958;853085433;EQTL;C;7.0;7.0;7.0;1.56524385012465;10.95670695087255;10.95670695087255;10.95670695087255;853085433
2021-11-22T00:09:14.958;182178199;EQTL;V;10.0;10.0;10.0;1.25989143738798;12.598914373879799;12.598914373879799;12.598914373879799;182178199
2021-11-22T00:09:14.958;298833807;ABEV;C;6.0;6.0;6.0;1.07054523100686;6.42327138604116;6.42327138604116;6.42327138604116;298833807
2021-11-22T00:09:14.958;853085433;ITUB;C;7.0;7.0;7.0;1.88560823279335;13.19925762955345;13.19925762955345;13.19925762955345;853085433
2021-11-22T00:09:14.958;182178199;ITUB;V;9.0;9.0;9.0;1.32561915670587;11.930572410352829;11.930572410352829;11.930572410352829;182178199
2021-11-22T00:09:14.958;98863281;ABEV;C;7.0;7.0;7.0;1.63699633754247;11.45897436279729;11.45897436279729;11.45897436279729;98863281
2021-11-22T00:09:14.958;319679029;MGLU;V;10.0;10.0;10.0;1.56628445027946;15.662844502794599;15.662844502794599;15.662844502794599;319679029
2021-11-22T00:09:14.958;319679029;EQTL;C;2.0;2.0;2.0;1.02163398000649;2.04326796001298;2.04326796001298;2.04326796001298;319679029
2021-11-22T00:09:14.958;915841834;BBDC;V;8.0;8.0;8.0;1.01839547159361;8.14716377274888;8.14716377274888;8.14716377274888;915841834
2021-11-22T00:09:14.958;947370826;PETR;C;9.0;9.0;9.0;1.98872507514633;17.898525676316968;17.898525676316968;17.898525676316968;947370826
2021-11-22T00:09:14.958;319679029;ABEV;V;10.0;10.0;10.0;1.00991275788328;10.0991275788328;10.0991275788328;10.0991275788328;319679029
2021-11-22T00:09:14.958;182178199;BBAS;V;5.0;5.0;5.0;1.88696066970492;9.4348033485246;9.4348033485246;9.4348033485246;182178199
2021-11-22T00:09:14.958;298833807;BBAS;C;1.0;1.0;1.0;1.81740375581767;1.81740375581767;1.81740375581767;1.81740375581767;298833807
2021-11-22T00:09:14.958;915841834;ITUB;V;5.0;5.0;5.0;1.79571016800544;8.9785508400272;8.9785508400272;8.9785508400272;915841834
2021-11-22T00:09:14.958;783617353;ABEV;C;5.0;5.0;5.0;1.94077684636173;9.703884231808651;9.703884231808651;9.703884231808651;783617353
2021-11-22T00:09:14.958;783617353;BBAS;V;1.0;1.0;1.0;1.98027108844967;1.98027108844967;1.98027108844967;1.98027108844967;783617353
2021-11-22T00:09:14.958;922570858;VALE;V;9.0;9.0;9.0;1.2924438486267;11.6319946376403;11.6319946376403;11.6319946376403;922570858
2021-11-22T00:09:14.958;915841834;ABEV;V;2.0;2.0;2.0;1.03162967469343;2.06325934938686;2.06325934938686;2.06325934938686;915841834
2021-11-22T00:09:14.958;298833807;VALE;V;7.0;7.0;7.0;1.42591507732501;9.98140554127507;9.98140554127507;9.98140554127507;298833807
2021-11-22T00:09:14.958;922570858;B3SA;C;1.0;1.0;1.0;1.56281159908339;1.56281159908339;1.56281159908339;1.56281159908339;922570858
2021-11-22T00:09:14.958;319679029;ABEV;C;3.0;3.0;3.0;1.70027739566359;5.10083218699077;5.10083218699077;5.10083218699077;319679029
2021-11-22T00:09:14.958;915841834;ITUB;C;1.0;1.0;1.0;1.09686355980911;1.09686355980911;1.09686355980911;1.09686355980911;915841834
2021-11-22T00:09:14.958;947370826;VALE;V;9.0;9.0;9.0;1.83093428846134;16.47840859615206;16.47840859615206;16.47840859615206;947370826
2021-11-22T00:09:14.958;319679029;B3SA;C;5.0;5.0;5.0;1.95253748886652;9.762687444332599;9.762687444332599;9.762687444332599;319679029
2021-11-22T00:09:14.958;947370826;VALE;V;4.0;4.0;4.0;1.28683508814569;5.14734035258276;5.14734035258276;5.14734035258276;947370826
2021-11-22T00:09:14.958;783617353;GOLL;C;10.0;10.0;10.0;1.36557488931887;13.655748893188699;13.655748893188699;13.655748893188699;783617353
2021-11-22T00:09:14.958;182178199;VALE;V;4.0;4.0;4.0;1.16034368271627;4.64137473086508;4.64137473086508;4.64137473086508;182178199
2021-11-22T00:09:14.958;915841834;B3SA;C;3.0;3.0;3.0;1.132513566276;3.397540698828;3.397540698828;3.397540698828;915841834
2021-11-22T00:09:14.958;720048195;ITUB;C;9.0;9.0;9.0;1.08739666189049;9.786569957014411;9.786569957014411;9.786569957014411;720048195
2021-11-22T00:09:14.958;720048195;B3SA;C;6.0;6.0;6.0;1.01288862742059;6.07733176452354;6.07733176452354;6.07733176452354;720048195
2021-11-22T00:09:14.958;783617353;ABEV;C;2.0;2.0;2.0;1.14771378670825;2.2954275734165;2.2954275734165;2.2954275734165;783617353
2021-11-22T00:09:14.958;947370826;GOLL;V;6.0;6.0;6.0;1.11819107206956;6.70914643241736;6.70914643241736;6.70914643241736;947370826
2021-11-22T00:09:14.958;182178199;ITUB;V;8.0;8.0;8.0;1.57489516786663;12.59916134293304;12.59916134293304;12.59916134293304;182178199
2021-11-22T00:09:14.958;947370826;BBDC;V;1.0;1.0;1.0;1.2583326794526;1.2583326794526;1.2583326794526;1.2583326794526;947370826
2021-11-22T00:09:14.958;947370826;ITUB;V;2.0;2.0;2.0;1.10074162752933;2.20148325505866;2.20148325505866;2.20148325505866;947370826
2021-11-22T00:09:14.958;182178199;VALE;C;1.0;1.0;1.0;1.12967498549853;1.12967498549853;1.12967498549853;1.12967498549853;182178199
2021-11-22T00:09:14.958;720048195;VALE;C;3.0;3.0;3.0;1.54351364375207;4.63054093125621;4.63054093125621;4.63054093125621;720048195
2021-11-22T00:09:14.958;98863281;MGLU;V;9.0;9.0;9.0;1.93001635997696;17.37014723979264;17.37014723979264;17.37014723979264;98863281
2021-11-22T00:09:14.958;915841834;VALE;V;8.0;8.0;8.0;1.66630208345288;13.33041666762304;13.33041666762304;13.33041666762304;915841834
2021-11-22T00:09:14.958;947370826;BBDC;V;3.0;3.0;3.0;1.60665473414737;4.81996420244211;4.81996420244211;4.81996420244211;947370826
2021-11-22T00:09:14.958;298833807;B3SA;C;6.0;6.0;6.0;1.51956705232874;9.11740231397244;9.11740231397244;9.11740231397244;298833807
2021-11-22T00:09:14.958;298833807;MGLU;C;2.0;2.0;2.0;1.01037350050911;2.02074700101822;2.02074700101822;2.02074700101822;298833807
2021-11-22T00:09:14.958;98863281;MGLU;V;1.0;1.0;1.0;1.94737717493396;1.94737717493396;1.94737717493396;1.94737717493396;98863281
2021-11-22T00:09:14.958;98863281;B3SA;V;3.0;3.0;3.0;1.30999731873567;3.92999195620701;3.92999195620701;3.92999195620701;98863281
2021-11-22T00:09:14.958;853085433;BBAS;C;6.0;6.0;6.0;1.36864530508844;8.21187183053064;8.21187183053064;8.21187183053064;853085433
2021-11-22T00:09:14.958;915841834;PETR;V;7.0;7.0;7.0;1.61844242340316;11.32909696382212;11.32909696382212;11.32909696382212;915841834
2021-11-22T00:09:14.958;182178199;VALE;V;5.0;5.0;5.0;1.58198414980886;7.9099207490443;7.9099207490443;7.9099207490443;182178199
2021-11-22T00:09:14.958;720048195;VALE;V;8.0;8.0;8.0;1.52589105654607;12.20712845236856;12.20712845236856;12.20712845236856;720048195
2021-11-22T00:09:14.958;319679029;ITUB;V;6.0;6.0;6.0;1.41527656855317;8.49165941131902;8.49165941131902;8.49165941131902;319679029
2021-11-22T00:09:14.958;319679029;BBDC;C;2.0;2.0;2.0;1.5809147466846;3.1618294933692;3.1618294933692;3.1618294933692;319679029
2021-11-22T00:09:14.958;853085433;ITUB;V;4.0;4.0;4.0;1.30541147567041;5.22164590268164;5.22164590268164;5.22164590268164;853085433
2021-11-22T00:09:14.958;915841834;ABEV;C;6.0;6.0;6.0;1.77051575491329;10.62309452947974;10.62309452947974;10.62309452947974;915841834
2021-11-22T00:09:14.958;98863281;BBAS;C;8.0;8.0;8.0;1.40971466423508;11.27771731388064;11.27771731388064;11.27771731388064;98863281
2021-11-22T00:09:14.958;947370826;BBDC;C;10.0;10.0;10.0;1.08206369166026;10.820636916602599;10.820636916602599;10.820636916602599;947370826
2021-11-22T00:09:14.958;98863281;BBAS;C;5.0;5.0;5.0;1.35977025518041;6.7988512759020505;6.7988512759020505;6.7988512759020505;98863281
2021-11-22T00:09:14.958;720048195;GOLL;V;4.0;4.0;4.0;1.39900547543305;5.5960219017322;5.5960219017322;5.5960219017322;720048195
2021-11-22T00:09:14.958;182178199;ABEV;C;3.0;3.0;3.0;1.05023915005323;3.15071745015969;3.15071745015969;3.15071745015969;182178199
2021-11-22T00:09:14.958;947370826;VALE;V;5.0;5.0;5.0;1.4353500137708;7.176750068854;7.176750068854;7.176750068854;947370826
2021-11-22T00:09:14.958;720048195;VALE;V;2.0;2.0;2.0;1.74026577324622;3.48053154649244;3.48053154649244;3.48053154649244;720048195
2021-11-22T00:09:14.958;922570858;MGLU;C;3.0;3.0;3.0;1.0255181202105;3.0765543606314996;3.0765543606314996;3.0765543606314996;922570858
2021-11-22T00:09:14.958;298833807;GOLL;C;5.0;5.0;5.0;1.16311182943986;5.815559147199299;5.815559147199299;5.815559147199299;298833807
2021-11-22T00:09:14.958;915841834;EQTL;V;10.0;10.0;10.0;1.32903940852245;13.290394085224499;13.290394085224499;13.290394085224499;915841834
2021-11-22T00:09:14.958;720048195;MGLU;C;10.0;10.0;10.0;1.25354092131601;12.5354092131601;12.5354092131601;12.5354092131601;720048195
2021-11-22T00:09:14.958;182178199;ABEV;V;2.0;2.0;2.0;1.73826000464018;3.47652000928036;3.47652000928036;3.47652000928036;182178199
2021-11-22T00:09:14.958;853085433;MGLU;C;4.0;4.0;4.0;1.98662271468531;7.94649085874124;7.94649085874124;7.94649085874124;853085433
2021-11-22T00:09:14.958;98863281;BBDC;C;9.0;9.0;9.0;1.78284113745971;16.04557023713739;16.04557023713739;16.04557023713739;98863281
2021-11-22T00:09:14.958;319679029;MGLU;C;1.0;1.0;1.0;1.8719538803942;1.8719538803942;1.8719538803942;1.8719538803942;319679029
2021-11-22T00:09:14.958;853085433;B3SA;V;2.0;2.0;2.0;1.8162609136184;3.6325218272368;3.6325218272368;3.6325218272368;853085433
2021-11-22T00:09:14.958;319679029;GOLL;V;4.0;4.0;4.0;1.41799848171477;5.67199392685908;5.67199392685908;5.67199392685908;319679029
2021-11-22T00:09:14.958;853085433;EQTL;C;10.0;10.0;10.0;1.99426586910838;19.9426586910838;19.9426586910838;19.9426586910838;853085433
2021-11-22T00:09:14.958;298833807;VALE;V;1.0;1.0;1.0;1.04516858208834;1.04516858208834;1.04516858208834;1.04516858208834;298833807
2021-11-22T00:09:14.958;182178199;VALE;C;4.0;4.0;4.0;1.89143946727257;7.56575786909028;7.56575786909028;7.56575786909028;182178199
2021-11-22T00:09:14.958;947370826;GOLL;V;8.0;8.0;8.0;1.40074941067021;11.20599528536168;11.20599528536168;11.20599528536168;947370826
2021-11-22T00:09:14.958;853085433;B3SA;C;3.0;3.0;3.0;1.06338613948675;3.1901584184602503;3.1901584184602503;3.1901584184602503;853085433
2021-11-22T00:09:14.958;922570858;EQTL;V;9.0;9.0;9.0;1.84230751487072;16.58076763383648;16.58076763383648;16.58076763383648;922570858
2021-11-22T00:09:14.958;853085433;ITUB;V;10.0;10.0;10.0;1.71865982779364;17.1865982779364;17.1865982779364;17.1865982779364;853085433
2021-11-22T00:09:14.958;720048195;PETR;C;5.0;5.0;5.0;1.91992613969322;9.5996306984661;9.5996306984661;9.5996306984661;720048195
2021-11-22T00:09:14.958;720048195;B3SA;V;5.0;5.0;5.0;1.14432689107742;5.7216344553871;5.7216344553871;5.7216344553871;720048195
2021-11-22T00:09:14.958;298833807;GOLL;V;9.0;9.0;9.0;1.27646875607118;11.48821880464062;11.48821880464062;11.48821880464062;298833807
2021-11-22T00:09:14.958;783617353;MGLU;C;4.0;4.0;4.0;1.39730632571695;5.5892253028678;5.5892253028678;5.5892253028678;783617353
2021-11-22T00:09:14.958;98863281;ABEV;V;7.0;7.0;7.0;1.94935740631573;13.64550184421011;13.64550184421011;13.64550184421011;98863281
2021-11-22T00:09:14.958;98863281;ITUB;C;1.0;1.0;1.0;1.26292149676155;1.26292149676155;1.26292149676155;1.26292149676155;98863281
2021-11-22T00:09:14.958;182178199;VALE;C;1.0;1.0;1.0;1.58216270157547;1.58216270157547;1.58216270157547;1.58216270157547;182178199
2021-11-22T00:09:14.958;922570858;EQTL;C;2.0;2.0;2.0;1.38328911376711;2.76657822753422;2.76657822753422;2.76657822753422;922570858
2021-11-22T00:09:14.958;783617353;B3SA;V;4.0;4.0;4.0;1.33989559002155;5.3595823600862;5.3595823600862;5.3595823600862;783617353
2021-11-22T00:09:14.958;720048195;VALE;C;10.0;10.0;10.0;1.29872406871185;12.9872406871185;12.9872406871185;12.9872406871185;720048195
2021-11-22T00:09:14.958;922570858;B3SA;C;7.0;7.0;7.0;1.99508793699123;13.96561555893861;13.96561555893861;13.96561555893861;922570858
2021-11-22T00:09:14.958;98863281;GOLL;V;7.0;7.0;7.0;1.52792877531164;10.69550142718148;10.69550142718148;10.69550142718148;98863281
2021-11-22T00:09:14.958;298833807;BBAS;C;6.0;6.0;6.0;1.80303840226793;10.81823041360758;10.81823041360758;10.81823041360758;298833807
2021-11-22T00:09:14.958;98863281;ITUB;C;2.0;2.0;2.0;1.90468218424727;3.80936436849454;3.80936436849454;3.80936436849454;98863281
2021-11-22T00:09:14.958;783617353;EQTL;V;10.0;10.0;10.0;1.85446583508671;18.5446583508671;18.5446583508671;18.5446583508671;783617353
2021-11-22T00:09:14.958;298833807;BBAS;C;6.0;6.0;6.0;1.9432432347911;11.6594594087466;11.6594594087466;11.6594594087466;298833807
2021-11-22T00:09:14.958;947370826;BBAS;C;7.0;7.0;7.0;1.52310117222681;10.66170820558767;10.66170820558767;10.66170820558767;947370826
2021-11-22T00:09:14.958;298833807;BBDC;V;7.0;7.0;7.0;1.33303723878381;9.331260671486671;9.331260671486671;9.331260671486671;298833807
2021-11-22T00:09:14.958;783617353;EQTL;C;3.0;3.0;3.0;1.73499832353855;5.20499497061565;5.20499497061565;5.20499497061565;783617353
2021-11-22T00:09:14.958;319679029;VALE;C;6.0;6.0;6.0;1.83114198759384;10.98685192556304;10.98685192556304;10.98685192556304;319679029
2021-11-22T00:09:14.958;98863281;BBDC;C;3.0;3.0;3.0;1.80092106839646;5.40276320518938;5.40276320518938;5.40276320518938;98863281
2021-11-22T00:09:14.958;298833807;EQTL;C;1.0;1.0;1.0;1.93161017909281;1.93161017909281;1.93161017909281;1.93161017909281;298833807
2021-11-22T00:09:14.958;915841834;GOLL;C;5.0;5.0;5.0;1.13770867717579;5.68854338587895;5.68854338587895;5.68854338587895;915841834
2021-11-22T00:09:14.958;319679029;B3SA;C;7.0;7.0;7.0;1.17040526190395;8.19283683332765;8.19283683332765;8.19283683332765;319679029
2021-11-22T00:09:14.958;922570858;ABEV;V;1.0;1.0;1.0;1.89950595337606;1.89950595337606;1.89950595337606;1.89950595337606;922570858
2021-11-22T00:09:14.958;947370826;B3SA;C;2.0;2.0;2.0;1.38565833145138;2.77131666290276;2.77131666290276;2.77131666290276;947370826
2021-11-22T00:09:14.958;853085433;MGLU;V;10.0;10.0;10.0;1.18066649309175;11.806664930917501;11.806664930917501;11.806664930917501;853085433
2021-11-22T00:09:14.958;853085433;ABEV;C;4.0;4.0;4.0;1.5642572940948;6.2570291763792;6.2570291763792;6.2570291763792;853085433
2021-11-22T00:09:14.958;922570858;GOLL;C;8.0;8.0;8.0;1.78381048917047;14.27048391336376;14.27048391336376;14.27048391336376;922570858
2021-11-22T00:09:14.958;947370826;MGLU;V;2.0;2.0;2.0;1.80461439522782;3.60922879045564;3.60922879045564;3.60922879045564;947370826
2021-11-22T00:09:14.958;319679029;VALE;C;1.0;1.0;1.0;1.51064567990695;1.51064567990695;1.51064567990695;1.51064567990695;319679029
2021-11-22T00:09:14.958;922570858;EQTL;C;9.0;9.0;9.0;1.64544571442091;14.80901142978819;14.80901142978819;14.80901142978819;922570858
2021-11-22T00:09:14.974;298833807;BBDC;C;10.0;10.0;10.0;1.23752827140138;12.3752827140138;12.3752827140138;12.3752827140138;298833807
2021-11-22T00:09:14.974;915841834;B3SA;V;5.0;5.0;5.0;1.81649454826478;9.082472741323901;9.082472741323901;9.082472741323901;915841834
2021-11-22T00:09:14.974;98863281;BBAS;V;1.0;1.0;1.0;1.88746613566824;1.88746613566824;1.88746613566824;1.88746613566824;98863281
2021-11-22T00:09:14.974;98863281;BBDC;C;4.0;4.0;4.0;1.95189633592055;7.8075853436822;7.8075853436822;7.8075853436822;98863281
2021-11-22T00:09:14.974;947370826;PETR;V;7.0;7.0;7.0;1.02496640727896;7.1747648509527195;7.1747648509527195;7.1747648509527195;947370826
2021-11-22T00:09:14.974;98863281;ITUB;V;4.0;4.0;4.0;1.73402655837596;6.93610623350384;6.93610623350384;6.93610623350384;98863281
2021-11-22T00:09:14.974;922570858;EQTL;C;9.0;9.0;9.0;1.29390461386248;11.64514152476232;11.64514152476232;11.64514152476232;922570858
2021-11-22T00:09:14.974;853085433;B3SA;V;6.0;6.0;6.0;1.01436915356077;6.08621492136462;6.08621492136462;6.08621492136462;853085433
2021-11-22T00:09:14.974;915841834;VALE;V;10.0;10.0;10.0;1.13605839776156;11.3605839776156;11.3605839776156;11.3605839776156;915841834
2021-11-22T00:09:14.974;720048195;MGLU;V;4.0;4.0;4.0;1.57424388464535;6.2969755385814;6.2969755385814;6.2969755385814;720048195
2021-11-22T00:09:14.974;947370826;ABEV;C;7.0;7.0;7.0;1.43380010246813;10.03660071727691;10.03660071727691;10.03660071727691;947370826
2021-11-22T00:09:14.974;783617353;ITUB;V;5.0;5.0;5.0;1.08360728637973;5.418036431898649;5.418036431898649;5.418036431898649;783617353
2021-11-22T00:09:14.974;783617353;VALE;V;3.0;3.0;3.0;1.22580992160949;3.67742976482847;3.67742976482847;3.67742976482847;783617353
2021-11-22T00:09:14.974;298833807;ITUB;V;1.0;1.0;1.0;1.6701275846047;1.6701275846047;1.6701275846047;1.6701275846047;298833807
2021-11-22T00:09:14.974;915841834;MGLU;C;7.0;7.0;7.0;1.19777637809647;8.38443464667529;8.38443464667529;8.38443464667529;915841834
2021-11-22T00:09:14.974;922570858;EQTL;C;9.0;9.0;9.0;1.79649645851368;16.16846812662312;16.16846812662312;16.16846812662312;922570858
2021-11-22T00:09:14.974;853085433;VALE;V;7.0;7.0;7.0;1.86179668535053;13.032576797453709;13.032576797453709;13.032576797453709;853085433
2021-11-22T00:09:14.974;98863281;GOLL;V;8.0;8.0;8.0;1.16967080974476;9.35736647795808;9.35736647795808;9.35736647795808;98863281
2021-11-22T00:09:14.974;915841834;PETR;V;4.0;4.0;4.0;1.59867868063097;6.39471472252388;6.39471472252388;6.39471472252388;915841834
2021-11-22T00:09:14.974;720048195;VALE;V;9.0;9.0;9.0;1.14753333927051;10.32780005343459;10.32780005343459;10.32780005343459;720048195
2021-11-22T00:09:14.974;319679029;GOLL;V;3.0;3.0;3.0;1.1181962924093;3.3545888772279002;3.3545888772279002;3.3545888772279002;319679029
